2020-04-26 02:04:486 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 14:04:788 INFO  HomePage :40 - Clicking and send text to Adiminusername field [[ChromeDriver: chrome on WINDOWS (c371008b4e1cf68e3179667d3c73f506)] -> css selector: input#txtUsername]
2020-04-27 14:04:929 INFO  HomePage :46 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (c371008b4e1cf68e3179667d3c73f506)] -> css selector: input#txtPassword]
2020-04-27 14:04:948 INFO  HomePage :52 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (c371008b4e1cf68e3179667d3c73f506)] -> css selector: input.button]
2020-04-27 15:04:383 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 15:04:258 INFO  HomePage :40 - Clicking and send text to Adiminusername field [[ChromeDriver: chrome on WINDOWS (c976075750b38747ab4f5c03560a43b3)] -> css selector: input#txtUsername]
2020-04-27 15:04:467 INFO  HomePage :46 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (c976075750b38747ab4f5c03560a43b3)] -> css selector: input#txtPassword]
2020-04-27 15:04:102 INFO  HomePage :52 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (c976075750b38747ab4f5c03560a43b3)] -> css selector: input.button]
2020-04-27 15:04:339 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 15:04:63 INFO  HomePage :47 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (1925c739e3efdaa6982bf8095ea1fb2b)] -> css selector: input#txtUsername]
2020-04-27 15:04:230 INFO  HomePage :53 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (1925c739e3efdaa6982bf8095ea1fb2b)] -> css selector: input#txtPassword]
2020-04-27 15:04:756 INFO  HomePage :59 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (1925c739e3efdaa6982bf8095ea1fb2b)] -> css selector: input.button]
2020-04-27 16:04:903 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 16:04:925 INFO  HomePage :47 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (9f6289ec02cbd224982df284c677eba6)] -> css selector: input#txtUsername]
2020-04-27 16:04:97 INFO  HomePage :53 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (9f6289ec02cbd224982df284c677eba6)] -> css selector: input#txtPassword]
2020-04-27 16:04:950 INFO  HomePage :59 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (9f6289ec02cbd224982df284c677eba6)] -> css selector: input.button]
2020-04-27 16:04:735 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 16:04:816 INFO  HomePage :47 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (bf6ab3c29a9abd9b915e1d01597ab689)] -> css selector: input#txtUsername]
2020-04-27 16:04:966 INFO  HomePage :53 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (bf6ab3c29a9abd9b915e1d01597ab689)] -> css selector: input#txtPassword]
2020-04-27 16:04:922 INFO  HomePage :59 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (bf6ab3c29a9abd9b915e1d01597ab689)] -> css selector: input.button]
2020-04-27 16:04:337 INFO  AccountPage :31 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (bf6ab3c29a9abd9b915e1d01597ab689)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 16:04:76 INFO  AccountPage :36 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (bf6ab3c29a9abd9b915e1d01597ab689)] -> link text: Add Employee]
2020-04-27 16:04:230 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 16:04:390 INFO  HomePage :47 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (bf62bc4a4e14d95ccf436a032161b016)] -> css selector: input#txtUsername]
2020-04-27 16:04:530 INFO  HomePage :53 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (bf62bc4a4e14d95ccf436a032161b016)] -> css selector: input#txtPassword]
2020-04-27 16:04:952 INFO  HomePage :59 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (bf62bc4a4e14d95ccf436a032161b016)] -> css selector: input.button]
2020-04-27 16:04:196 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 16:04:73 INFO  HomePage :47 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (3f6d53c4ec20264f7b07eccbb8a37abc)] -> css selector: input#txtUsername]
2020-04-27 16:04:257 INFO  HomePage :53 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (3f6d53c4ec20264f7b07eccbb8a37abc)] -> css selector: input#txtPassword]
2020-04-27 16:04:396 INFO  HomePage :59 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (3f6d53c4ec20264f7b07eccbb8a37abc)] -> css selector: input.button]
2020-04-27 16:04:718 INFO  AccountPage :31 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (3f6d53c4ec20264f7b07eccbb8a37abc)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 16:04:636 INFO  AccountPage :36 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (3f6d53c4ec20264f7b07eccbb8a37abc)] -> link text: Add Employee]
2020-04-27 16:04:578 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 16:04:140 INFO  HomePage :47 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (d5045e445b6c0b1628e151d4c866db57)] -> css selector: input#txtUsername]
2020-04-27 16:04:261 INFO  HomePage :53 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (d5045e445b6c0b1628e151d4c866db57)] -> css selector: input#txtPassword]
2020-04-27 16:04:875 INFO  HomePage :59 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (d5045e445b6c0b1628e151d4c866db57)] -> css selector: input.button]
2020-04-27 17:04:364 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 17:04:899 INFO  HomePage :47 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (ca85dae3d59b11fe86affa9b0097b2de)] -> css selector: input#txtUsername]
2020-04-27 17:04:119 INFO  HomePage :53 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (ca85dae3d59b11fe86affa9b0097b2de)] -> css selector: input#txtPassword]
2020-04-27 17:04:116 INFO  HomePage :59 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (ca85dae3d59b11fe86affa9b0097b2de)] -> css selector: input.button]
2020-04-27 17:04:453 INFO  AccountPage :31 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (ca85dae3d59b11fe86affa9b0097b2de)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 17:04:363 INFO  AccountPage :36 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (ca85dae3d59b11fe86affa9b0097b2de)] -> link text: Add Employee]
2020-04-27 17:04:690 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 17:04:642 INFO  HomePage :47 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (59a1548a8fe9ce117e8c767b70e944e8)] -> css selector: input#txtUsername]
2020-04-27 17:04:845 INFO  HomePage :53 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (59a1548a8fe9ce117e8c767b70e944e8)] -> css selector: input#txtPassword]
2020-04-27 17:04:531 INFO  HomePage :59 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (59a1548a8fe9ce117e8c767b70e944e8)] -> css selector: input.button]
2020-04-27 17:04:799 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 17:04:908 INFO  HomePage :47 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (38c022bff7ccfba429c308112423af04)] -> css selector: input#txtUsername]
2020-04-27 17:04:94 INFO  HomePage :53 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (38c022bff7ccfba429c308112423af04)] -> css selector: input#txtPassword]
2020-04-27 17:04:981 INFO  HomePage :59 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (38c022bff7ccfba429c308112423af04)] -> css selector: input.button]
2020-04-27 17:04:230 INFO  AccountPage :56 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (38c022bff7ccfba429c308112423af04)] -> css selector: a.panelTrigger]
2020-04-27 17:04:658 INFO  AccountPage :62 - Clicking on Logout button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Logout')]'
2020-04-27 17:04:106 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 17:04:848 INFO  HomePage :47 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (d2055a1837bc313234ddb18e0c703c53)] -> css selector: input#txtUsername]
2020-04-27 17:04:218 INFO  HomePage :53 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (d2055a1837bc313234ddb18e0c703c53)] -> css selector: input#txtPassword]
2020-04-27 17:04:199 INFO  HomePage :59 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (d2055a1837bc313234ddb18e0c703c53)] -> css selector: input.button]
2020-04-27 17:04:980 INFO  AccountPage :31 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (d2055a1837bc313234ddb18e0c703c53)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 17:04:252 INFO  AccountPage :36 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (d2055a1837bc313234ddb18e0c703c53)] -> link text: Add Employee]
2020-04-27 17:04:820 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 17:04:799 INFO  HomePage :47 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (592c4e4b87629a104247439daa0f3e21)] -> css selector: input#txtUsername]
2020-04-27 17:04:25 INFO  HomePage :53 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (592c4e4b87629a104247439daa0f3e21)] -> css selector: input#txtPassword]
2020-04-27 17:04:652 INFO  HomePage :59 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (592c4e4b87629a104247439daa0f3e21)] -> css selector: input.button]
2020-04-27 17:04:346 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 17:04:740 INFO  HomePage :47 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (d011ed7cfc61f3ad55b2f25e123bda90)] -> css selector: input#txtUsername]
2020-04-27 17:04:881 INFO  HomePage :53 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (d011ed7cfc61f3ad55b2f25e123bda90)] -> css selector: input#txtPassword]
2020-04-27 17:04:862 INFO  HomePage :59 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (d011ed7cfc61f3ad55b2f25e123bda90)] -> css selector: input.button]
2020-04-27 17:04:43 INFO  AccountPage :56 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (d011ed7cfc61f3ad55b2f25e123bda90)] -> css selector: a.panelTrigger]
2020-04-27 17:04:800 INFO  AccountPage :62 - Clicking on Logout button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Logout')]'
2020-04-27 17:04:470 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 17:04:743 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (44c9d36e638e65853b71829afe38bcad)] -> css selector: input#txtUsername]
2020-04-27 17:04:939 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (44c9d36e638e65853b71829afe38bcad)] -> css selector: input#txtPassword]
2020-04-27 17:04:536 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (44c9d36e638e65853b71829afe38bcad)] -> css selector: input.button]
2020-04-27 17:04:897 INFO  AccountPage :31 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (44c9d36e638e65853b71829afe38bcad)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 17:04:675 INFO  AccountPage :36 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (44c9d36e638e65853b71829afe38bcad)] -> link text: Add Employee]
2020-04-27 17:04:465 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 17:04:219 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (7a814a9662b8cbb43e3b154237481645)] -> css selector: input#txtUsername]
2020-04-27 17:04:386 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (7a814a9662b8cbb43e3b154237481645)] -> css selector: input#txtPassword]
2020-04-27 17:04:807 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (7a814a9662b8cbb43e3b154237481645)] -> css selector: input.button]
2020-04-27 17:04:255 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 17:04:769 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (c66a50d962a9d9beade5ee9f865dbfa0)] -> css selector: input#txtUsername]
2020-04-27 17:04:959 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (c66a50d962a9d9beade5ee9f865dbfa0)] -> css selector: input#txtPassword]
2020-04-27 17:04:22 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (c66a50d962a9d9beade5ee9f865dbfa0)] -> css selector: input.button]
2020-04-27 17:04:332 INFO  AccountPage :56 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (c66a50d962a9d9beade5ee9f865dbfa0)] -> css selector: a.panelTrigger]
2020-04-27 17:04:803 INFO  AccountPage :62 - Clicking on Logout button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Logout')]'
2020-04-27 17:04:121 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 17:04:582 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (124d589f4471fe0968c25810ba6c47b2)] -> css selector: input#txtUsername]
2020-04-27 17:04:759 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (124d589f4471fe0968c25810ba6c47b2)] -> css selector: input#txtPassword]
2020-04-27 17:04:144 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (124d589f4471fe0968c25810ba6c47b2)] -> css selector: input.button]
2020-04-27 17:04:249 INFO  AccountPage :31 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (124d589f4471fe0968c25810ba6c47b2)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 17:04:981 INFO  AccountPage :36 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (124d589f4471fe0968c25810ba6c47b2)] -> link text: Add Employee]
2020-04-27 17:04:306 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 17:04:45 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (2f1adeadef4b005a8dc14d78e597cdfe)] -> css selector: input#txtUsername]
2020-04-27 17:04:249 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (2f1adeadef4b005a8dc14d78e597cdfe)] -> css selector: input#txtPassword]
2020-04-27 17:04:505 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (2f1adeadef4b005a8dc14d78e597cdfe)] -> css selector: input.button]
2020-04-27 17:04:480 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 17:04:264 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (10d653690411566a7fd97071a5630ffd)] -> css selector: input#txtUsername]
2020-04-27 17:04:500 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (10d653690411566a7fd97071a5630ffd)] -> css selector: input#txtPassword]
2020-04-27 17:04:900 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (10d653690411566a7fd97071a5630ffd)] -> css selector: input.button]
2020-04-27 17:04:15 INFO  AccountPage :56 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (10d653690411566a7fd97071a5630ffd)] -> css selector: a.panelTrigger]
2020-04-27 17:04:114 INFO  AccountPage :62 - Clicking on Logout button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Logout')]'
2020-04-27 17:04:35 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 17:04:213 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (f5832dfe53135bdcc78d178e9b1d6be4)] -> css selector: input#txtUsername]
2020-04-27 17:04:439 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (f5832dfe53135bdcc78d178e9b1d6be4)] -> css selector: input#txtPassword]
2020-04-27 17:04:505 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (f5832dfe53135bdcc78d178e9b1d6be4)] -> css selector: input.button]
2020-04-27 17:04:472 INFO  AccountPage :31 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (f5832dfe53135bdcc78d178e9b1d6be4)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 17:04:173 INFO  AccountPage :36 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (f5832dfe53135bdcc78d178e9b1d6be4)] -> link text: Add Employee]
2020-04-27 17:04:325 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 17:04:701 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (f271502228ed06acb09f5607ac28d789)] -> css selector: input#txtUsername]
2020-04-27 17:04:864 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (f271502228ed06acb09f5607ac28d789)] -> css selector: input#txtPassword]
2020-04-27 17:04:513 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (f271502228ed06acb09f5607ac28d789)] -> css selector: input.button]
2020-04-27 17:04:796 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 17:04:478 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (195846ec93e3e22467b83d86839836e1)] -> css selector: input#txtUsername]
2020-04-27 17:04:638 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (195846ec93e3e22467b83d86839836e1)] -> css selector: input#txtPassword]
2020-04-27 17:04:62 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (195846ec93e3e22467b83d86839836e1)] -> css selector: input.button]
2020-04-27 17:04:366 INFO  AccountPage :56 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (195846ec93e3e22467b83d86839836e1)] -> css selector: a.panelTrigger]
2020-04-27 17:04:729 INFO  AccountPage :62 - Clicking on Logout button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Logout')]'
2020-04-27 18:04:856 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 18:04:187 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (cef75106194d20fd484a42ab946875e6)] -> css selector: input#txtUsername]
2020-04-27 18:04:342 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (cef75106194d20fd484a42ab946875e6)] -> css selector: input#txtPassword]
2020-04-27 18:04:620 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (cef75106194d20fd484a42ab946875e6)] -> css selector: input.button]
2020-04-27 18:04:766 INFO  AccountPage :31 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (cef75106194d20fd484a42ab946875e6)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 18:04:615 INFO  AccountPage :36 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (cef75106194d20fd484a42ab946875e6)] -> link text: Add Employee]
2020-04-27 18:04:135 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 18:04:344 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (e0532f9d918c5eb29e0e3a8963298f3a)] -> css selector: input#txtUsername]
2020-04-27 18:04:473 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (e0532f9d918c5eb29e0e3a8963298f3a)] -> css selector: input#txtPassword]
2020-04-27 18:04:333 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (e0532f9d918c5eb29e0e3a8963298f3a)] -> css selector: input.button]
2020-04-27 18:04:02 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 18:04:574 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (924f88975765965f9873599db80cf532)] -> css selector: input#txtUsername]
2020-04-27 18:04:704 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (924f88975765965f9873599db80cf532)] -> css selector: input#txtPassword]
2020-04-27 18:04:25 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (924f88975765965f9873599db80cf532)] -> css selector: input.button]
2020-04-27 18:04:285 INFO  AccountPage :56 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (924f88975765965f9873599db80cf532)] -> css selector: a.panelTrigger]
2020-04-27 18:04:822 INFO  AccountPage :62 - Clicking on Logout button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Logout')]'
2020-04-27 18:04:792 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 18:04:288 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (1dd3e7b24d4bfc9e9cf93e9465dc5f79)] -> css selector: input#txtUsername]
2020-04-27 18:04:641 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (1dd3e7b24d4bfc9e9cf93e9465dc5f79)] -> css selector: input#txtPassword]
2020-04-27 18:04:254 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (1dd3e7b24d4bfc9e9cf93e9465dc5f79)] -> css selector: input.button]
2020-04-27 18:04:830 INFO  AccountPage :31 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (1dd3e7b24d4bfc9e9cf93e9465dc5f79)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 18:04:882 INFO  AccountPage :36 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (1dd3e7b24d4bfc9e9cf93e9465dc5f79)] -> link text: Add Employee]
2020-04-27 18:04:954 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 18:04:993 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (5ed8fdecdb2812fc9782f0b0707720fb)] -> css selector: input#txtUsername]
2020-04-27 18:04:135 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (5ed8fdecdb2812fc9782f0b0707720fb)] -> css selector: input#txtPassword]
2020-04-27 18:04:503 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (5ed8fdecdb2812fc9782f0b0707720fb)] -> css selector: input.button]
2020-04-27 18:04:691 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 18:04:569 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (f2b318f0c533215749d871af878909e3)] -> css selector: input#txtUsername]
2020-04-27 18:04:739 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (f2b318f0c533215749d871af878909e3)] -> css selector: input#txtPassword]
2020-04-27 18:04:175 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (f2b318f0c533215749d871af878909e3)] -> css selector: input.button]
2020-04-27 18:04:343 INFO  AccountPage :56 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (f2b318f0c533215749d871af878909e3)] -> css selector: a.panelTrigger]
2020-04-27 20:04:440 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 20:04:565 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (2b455d0ca14e6a9d73a77e247d51c9a8)] -> css selector: input#txtUsername]
2020-04-27 20:04:751 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (2b455d0ca14e6a9d73a77e247d51c9a8)] -> css selector: input#txtPassword]
2020-04-27 20:04:132 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (2b455d0ca14e6a9d73a77e247d51c9a8)] -> css selector: input.button]
2020-04-27 20:04:306 INFO  AccountPage :31 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (2b455d0ca14e6a9d73a77e247d51c9a8)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 20:04:503 INFO  AccountPage :36 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (2b455d0ca14e6a9d73a77e247d51c9a8)] -> link text: Add Employee]
2020-04-27 20:04:702 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 20:04:171 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (fe1a3e385788f913b666f8a8b6d2c474)] -> css selector: input#txtUsername]
